0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.001170,0.000000,0.000027
0.004146,-0.000105,-0.045566
0.018740,-0.001176,-0.091876
0.044601,-0.004074,-0.127092
0.078714,-0.008973,-0.156408
0.118642,-0.015838,-0.183224
0.160324,-0.024131,-0.209684
0.197309,-0.032286,-0.209634
0.211114,-0.035052,-0.176305
0.200506,-0.033393,-0.143445
0.183646,-0.031220,-0.112084
0.166726,-0.029577,-0.080722
0.149763,-0.028465,-0.049361
0.132774,-0.027885,-0.017999
0.116564,-0.027826,0.008052
0.118799,-0.028075,-0.078937
0.145494,-0.032400,-0.218246
0.184296,-0.042977,-0.288873
0.208854,-0.049940,-0.257088
0.208388,-0.049894,-0.223769
0.191985,-0.046433,-0.192053
0.175251,-0.043444,-0.160692
0.158431,-0.040980,-0.129330
0.141542,-0.039045,-0.097969
0.124601,-0.037641,-0.066608
0.116219,-0.037125,-0.011369
0.132336,-0.035850,0.129966
0.166281,-0.028962,0.265580
0.193912,-0.019935,0.353020
0.197664,-0.018553,0.386368
0.183150,-0.024743,0.418475
0.167724,-0.031887,0.449837
0.152531,-0.039511,0.481198
0.137584,-0.047608,0.512559
0.123605,-0.055739,0.538424
0.125795,-0.054335,0.562054
0.148081,-0.038203,0.684670
0.176150,-0.012231,0.795583
0.195119,0.007942,0.836228
0.196248,0.009134,0.869577
0.185878,-0.003559,0.901420
0.175534,-0.017049,0.932781
0.165619,-0.030857,0.964142
0.156142,-0.044970,0.995504
0.147111,-0.059372,1.026865
0.142747,-0.066698,0.989954
0.152868,-0.053859,0.851384
0.177435,-0.029509,0.715624
0.194481,-0.015577,0.682030
0.191727,-0.017977,0.715365
0.179069,-0.029320,0.746813
0.166772,-0.041057,0.778174
0.154848,-0.053173,0.809535
0.143311,-0.065658,0.840897
0.134680,-0.075499,0.841011
0.142106,-0.068573,0.712530
0.167852,-0.049512,0.574559
0.194411,-0.034363,0.476079
0.200505,-0.031192,0.505723
0.187755,-0.038550,0.538104
0.173293,-0.047484,0.569465
0.159118,-0.056867,0.600827
0.145244,-0.066690,0.632188
0.131850,-0.076814,0.661860
0.131425,-0.077330,0.593145
0.152495,-0.063815,0.585403
0.180720,-0.042374,0.715880
0.196416,-0.027847,0.771067
0.193350,-0.031021,0.804418
0.181748,-0.043447,0.835802
0.170543,-0.056230,0.867163
0.159743,-0.069359,0.898525
0.149361,-0.082819,0.929886
0.141843,-0.093118,0.954247
0.147433,-0.084130,1.039347
0.163865,-0.052943,1.122813
0.179682,-0.016335,1.198660
0.186448,0.001700,1.232028
0.184417,-0.004585,1.265210
0.179551,-0.020872,1.296572
0.175198,-0.037305,1.327933
0.171362,-0.053866,1.359294
0.168048,-0.070539,1.390656
0.165402,-0.086324,1.417613
0.165513,-0.083483,1.527858
0.164482,-0.055996,1.668053
0.158690,-0.021036,1.801580
0.149518,0.007974,1.968921
0.143523,0.019819,2.148577
0.145386,0.017702,2.323384
0.156691,0.007728,2.494556
0.172761,-0.002915,2.618208
0.187612,-0.011185,2.649571
0.202716,-0.018986,2.680932
0.216778,-0.025717,2.723915
0.233386,-0.031506,2.890988
0.255874,-0.035156,3.070476
0.278042,-0.034936,-3.046735
0.296036,-0.031886,-2.886966
0.307078,-0.028234,-2.752170
0.310750,-0.026657,-2.732700
0.307732,-0.027727,-2.837599
0.298045,-0.030073,-2.952151
0.282922,-0.032464,-3.013537
0.262917,-0.034530,-3.060614
0.239046,-0.036062,-3.090319
0.212394,-0.037234,-3.101786
0.185375,-0.038380,-3.089504
0.177720,-0.038839,-3.056168
0.192061,-0.037351,-3.023956
0.208911,-0.035098,-2.992595
0.225681,-0.032319,-2.961233
0.242356,-0.029014,-2.929872
0.252307,-0.026804,-2.925570
