3.840129,1.190766,-1.154505
3.852385,1.162312,-1.172977
3.864346,1.133202,-1.188143
3.876194,1.103209,-1.200525
3.887937,1.072495,-1.210061
3.899563,1.041348,-1.216570
3.911277,1.009459,-1.220401
3.923032,0.977224,-1.221343
3.934935,0.944628,-1.219462
3.947089,0.911690,-1.214724
3.959445,0.878820,-1.207285
3.971930,0.846394,-1.204799
3.984320,0.813113,-1.222901
3.996941,0.777499,-1.236735
4.009801,0.739757,-1.247565
4.022851,0.700199,-1.256352
4.035839,0.659748,-1.263637
4.048556,0.619196,-1.270091
4.061020,0.578564,-1.276131
4.073245,0.537861,-1.281851
4.085242,0.497089,-1.287353
4.097016,0.456253,-1.292854
4.108565,0.415352,-1.298283
4.119893,0.374390,-1.303728
4.130997,0.333366,-1.309143
4.141881,0.292283,-1.314473
4.152545,0.251143,-1.319876
4.162782,0.210750,-1.325305
4.171936,0.173802,-1.330605
4.180016,0.140429,-1.335983
4.187013,0.110829,-1.341342
4.192886,0.085386,-1.346656
4.197605,0.064433,-1.351989
4.201090,0.048563,-1.357410
4.203417,0.037680,-1.363051
4.204484,0.032552,-1.368735
